date,content,total_minutes
2023-05-15,アイセンター外来幹部会合の議題準備,10.0
2023-05-15,LASIK後IOL度数計算　ID206738,10.0
2023-05-15,10/14鈴木先生休診連絡,10.0
2023-05-15,勤務時間の相談(松島さん),10.0
2023-05-15,レターケース/OBC/メール確認　1130,10.0
2023-05-16,翌週の手術指示確認,20.0
2023-05-16,須田さんの勤務記録の確認と提出,10.0
2023-05-16,レターケース/OBC/メール確認　1130,10.0
2023-05-16,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-16,医療秘書課緊急連絡網の更新,10.0
2023-05-16,ID21879　オペ当日OA2000値再検　レンズ変更するかどうか(ORT),10.0
2023-05-16,伝達情報削除　ID39657,5.0
2023-05-17,2022年度人事評価実施計画の作成　900-1030,100.0
2023-05-17,2023年度第1回多職種役割分担推進会議の開催準備　1630-1800,90.0
2023-05-17,翌週の手術指示確認,20.0
2023-05-17,内勤の状況確認と5/26岩口先生先生のクラークと6月から金曜午前電話当番の相談(石黒さん),20.0
2023-05-17,トーリックIOLの相談(山本さん),20.0
2023-05-17,日本メディカルAI学会の研修願作成,20.0
2023-05-17,花崎さんの相談,20.0
2023-05-17,眼科紹介状作成依頼(高宮さん)　手紙はスキャンして患者情報に登録 ID208005,10.0
2023-05-17,返書ファイルの確認,10.0
2023-05-17,眼科紹介状作成確認,10.0
2023-05-17,レターケース/OBC/メール確認　1130,10.0
2023-05-17,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-17,医療秘書課緊急連絡網の案内,5.0
2023-05-18,医療秘書課2023年1四半期行動計画作成　930-1000,40.0
2023-05-18,眼科紹介状作成と確認　ID7055,30.0
2023-05-18,翌週の手術指示確認,30.0
2023-05-18,バビースモ市販後調査の説明(石黒さん),20.0
2023-05-18,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-18,鈴木先生9/8以降の8:30枠を埋める,10.0
2023-05-18,眼科申し送り書の印鑑押す,10.0
2023-05-18,レターケース/OBC/メール確認　1130,10.0
2023-05-18,入院手術登録 1件 ID99601,10.0
2023-05-19,医療秘書課2023年1四半期行動計画作成　900-1030,100.0
2023-05-19,翌週の手術指示確認,20.0
2023-05-19,バビースモ市販後調査の説明(石黒さん),20.0
2023-05-19,翌月のアイセンター外来診察介助一覧の配信　今月と翌月分差し替え,20.0
2023-05-19,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-19,日本メディカルAI学会の研修願作成　ネームカードカラーで印刷　切符手配準備,10.0
2023-05-19,レターケース/OBC/メール確認　1130,10.0
2023-05-19,眼科紹介状作成　1通,10.0
2023-05-19,眼科紹介状の確認(高宮さん),10.0
2023-05-19,職員図書室の使用の返信(総務課),5.0
2023-05-20,医療秘書課2023年1四半期行動計画作成　900-1030,100.0
2023-05-20,アイセンタークラーク会合の議事録の対応　ローコスト活動(5/25まで),20.0
2023-05-20,翌週の手術指示確認,20.0
2023-05-20,眼科紹介状確認 3通,10.0
2023-05-20,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-20,レターケース/OBC/メール確認　1130,10.0
2023-05-20,返書の相談(高宮さん),5.0
2023-05-20,6月の泌尿器科クラーク相談(山本さん),5.0
2023-05-20,翌月のアイセンター外来診察介助一覧の配信,5.0
2023-05-22,医療秘書課2023年1四半期行動計画作成　900-1030,100.0
2023-05-22,返書ファイルのマクロの確認(花崎さん),30.0
2023-05-22,杉山先生電子カルテ記載印刷方法(植田さん),30.0
2023-05-22,アイセンター外来診療一覧の修正と差し替え,20.0
2023-05-22,アイセンター外来幹部会合の連絡　予約変更の電話　案内チラシの修正,20.0
2023-05-22,翌週の手術指示確認,20.0
2023-05-22,多職種役割分担推進会議の打ち合わせ相談(楯科長),20.0
2023-05-22,アイセンタークラーク会合の議事録の対応　ローコスト活動(5/25まで),20.0
2023-05-22,多職種役割分担推進会議の打ち合わせ相談(加藤部長),20.0
2023-05-22,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-22,杉山先生執刀患者の主治医は植田センター長に変更の連絡,10.0
2023-05-22,多職種役割分担推進会議の打ち合わせのまとめ(加藤部長),10.0
2023-05-22,給与水準について説明(花崎さん)　,10.0
2023-05-22,バビースモ市販後調査の説明(石黒さん),10.0
2023-05-22,多職種役割分担推進会議の打ち合わせのまとめ(楯部長),10.0
2023-05-22,眼科システムの項目追加(福留副科長) 字づまり　で検索,10.0
2023-05-22,レターケース/OBC/メール確認　1130,10.0
2023-05-22,多職種役割分担推進会議の打ち合わせ日程相談(後藤科長),10.0
2023-05-23,医療秘書課2023年1四半期行動計画作成　930-1100,100.0
2023-05-23,眼科システムの項目追加(福留副科長) 字づまり　で検索,40.0
2023-05-23,翌週の手術指示確認,20.0
2023-05-23,アイセンター朝昼外来案内チラシの更新(植田センター長),20.0
2023-05-23,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-23,入院診療計画書の記載(川渕主任),10.0
2023-05-23,レターケース/OBC/メール確認　1130,10.0
2023-05-24,医療秘書課2023年1四半期行動計画作成　900-1030,100.0
2023-05-24,多職種役割分担推進会議の打ち合わせと内容まとめ(金吹主任),30.0
2023-05-24,血清点眼の相談(石黒さん),20.0
2023-05-24,日本メディカルAI学会出張準備　夕方,20.0
2023-05-24,オルソコンタクトとマイオピン併用の相談(山本さん),20.0
2023-05-24,アイセンタークラーク会合の議題準備と配信,20.0
2023-05-24,翌週の手術指示確認,20.0
2023-05-24,医療秘書課最終評価の確認　10名分,20.0
2023-05-24,アイセンターローコスト活動の相談(高宮さん),20.0
2023-05-24,アイセンター朝昼外来案内チラシの更新(植田センター長),20.0
2023-05-24,多職種役割分担推進会議の打ち合わせ準備と場所確認(金吹主任)　午前中,10.0
2023-05-24,トーリックIOL発注確認 1件,10.0
2023-05-24,レターケース/OBC/メール確認　1130,10.0
2023-05-24,トイレの消臭剤とクイックルワイパー補充　レンズ発注時,10.0
2023-05-24,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-25,血清点眼(ID99654)　カルテ記載の確認(植田センター長)(岩口先生),60.0
2023-05-25,アイセンタークラーク会合の会合資料作成と配信　スリットランプの電気,20.0
2023-05-25,翌週の手術指示確認,20.0
2023-05-25,バビースモ市販後調査の説明(石黒さん),10.0
2023-05-25,2023年度第1回多職種役割分担推進会議の開催準備　1000-1100,10.0
2023-05-25,血清点眼(ID99654)　採血1本9mLで約3.5本　他の点眼は院外処方　お渡しする場所の確認(看護部),10.0
2023-05-25,患者用パス「まぶたの手術」のゴースト対応(看護部)　ganka10ノートPC,10.0
2023-05-25,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-25,小川先生の勤務記録の運用確認(白岡さん)　吉田事務長に報告,10.0
2023-05-25,レターケース/OBC/メール確認　1130,10.0
2023-05-25,8診スリットランプ画像システムの故障確認　830,10.0
2023-05-26,2023年度第1回多職種役割分担推進会議の開催準備　1730-1900,100.0
2023-05-26,アイセンタークラーク会合 1600-1630,60.0
2023-05-26,2023年度第1回会議のリハーサル(大会議室)　録音テスト　1700-1730,40.0
2023-05-26,前月の消化器内科ADRの算出(本藤先生)(白岡さん),30.0
2023-05-26,翌週の手術指示確認,20.0
2023-05-26,翌月の業務記録作成,10.0
2023-05-26,翌月のスケジュール登録,10.0
2023-05-26,インシデントレポートの啓蒙　アイセンタークラーク会合　ID194772　カルテBOXのクリップ,10.0
2023-05-26,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-26,全体朝礼　830-840,10.0
2023-05-26,泌尿器科の電話待機当番特になし(山本さん),10.0
2023-05-26,LASIK後IOL計算,10.0
2023-05-26,マイオピン点眼治療とオルソレンズ併用のコスト確認(ID202099)(植田センター長),10.0
2023-05-26,7診スリットランプ　スリット光が円にならない,10.0
2023-05-26,レターケース/OBC/メール確認　1130,10.0
2023-05-26,自分の印鑑のインク補充,5.0
2023-05-27,2023年度第1回多職種役割分担推進会議の開催準備　930-1100,100.0
2023-05-27,眼科即入対応　3件,60.0
2023-05-27,インシデント対策,30.0
2023-05-27,アイセンタークラーク会合の議事録作成,30.0
2023-05-27,翌週の手術指示確認,20.0
2023-05-27,医療安全委員会の相談(鎌仲主任),20.0
2023-05-27,翌月のスケジュール登録,10.0
2023-05-27,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-27,翌月の業務記録作成,10.0
2023-05-27,レターケース/OBC/メール確認　1130,10.0
2023-05-27,アデノウイルス院外処方の対応説明(高宮さん),5.0
2023-05-27,血清点眼カルテ記載の説明(岩口先生),5.0
2023-05-27,手術所見の登録(ID110310),5.0
2023-05-27,緊急手術対応のお礼(石黒さん),5.0
2023-05-29,医療秘書課2023年1四半期行動計画作成　900-1030,100.0
2023-05-29,9月からの勤務相談　5名,90.0
2023-05-29,医療秘書課夕礼　1610-1620,20.0
2023-05-29,翌週の手術指示確認,20.0
2023-05-29,院外処方箋紛失の電話対応,20.0
2023-05-29,レターケース/OBC/メール確認　1130,20.0
2023-05-29,入院日数の修正依頼(ID208915),10.0
2023-05-29,アイフレイルサポートの確認(楯科長),10.0
2023-05-29,オーダーシートのインシデント対策の報告(松木主任),10.0
2023-05-29,アイセンタークラーク会合議事録配信(医療秘書課),10.0
2023-05-29,即入対応　ID210039　1130頃,10.0
2023-05-29,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-29,金沢大学附属病院への紹介状 ID10393 橋本副院長診察後に手渡し　1130,10.0
2023-05-29,アイセンター電話当番表の配信(6/1～),10.0
2023-05-29,渋井さん休職期間の延長　新しい診断書は6月に次の治療が始まってから(大谷さん),10.0
2023-05-30,鈴木先生臨床研究データ収集準備　930-1100,100.0
2023-05-30,オンライン診療の打ち合わせ(中会議室)　1100-1145,60.0
2023-05-30,翌週の手術指示確認,20.0
2023-05-30,金沢大学附属病院からの案内(clganka),10.0
2023-05-30,院外処方箋の確認ID103877　ID104884(高宮さん),10.0
2023-05-30,レターケース/OBC/メール確認　1130,10.0
2023-05-30,渋井さんを医療秘書課MLから外す(情報室),10.0
2023-05-30,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-30,渋井さん休職期間の延長　新しい診断書は6月に次の治療が始まってから(大谷さん),10.0
2023-05-31,鈴木先生臨床研究データ収集準備　900-1130,160.0
2023-05-31,後藤科長と打ち合わせ(小会議室)　1630-1700,90.0
2023-05-31,翌週の手術指示確認,20.0
2023-05-31,院外処方箋の対応相談(花崎さん),20.0
2023-05-31,ラタノプロストの対応(山本さん),10.0
2023-05-31,レターケース/OBC/メール確認　1130,10.0
2023-05-31,オンライン診療準備会合と池田先生の確認(白岡さん),10.0
2023-05-31,渋井さんと相談,10.0
2023-05-31,翌日の予定確認とwill doリスト作成　1910,10.0
2023-05-31,医療安全委員会の説明,10.0
2023-05-31,アイセンター外来診察介助一覧の2枚目差し替え,5.0
2023-05-31,A4コピー用紙の補充(職員図書室),5.0
2023-06-01,鈴木先生臨床研究データ収集準備　900-1030,130.0
2023-06-01,医療安全委員会　奇数月の参加(白岡さん),10.0
2023-06-01,6月の不在連絡と勤務申請,10.0
2023-06-01,翌日の予定確認とwill doリスト作成　1910,10.0
2023-06-01,翌週の手術指示確認,10.0
2023-06-01,5/31カルナクリン処方患者の状況確認(山田さん),10.0
2023-06-01,6月の夕方1530-1930勤務設定(医療秘書課),10.0
2023-06-01,前月のOBC内容確認,10.0
2023-06-01,レターケース/OBC/メール確認　1130,10.0
2023-06-02,2023年度第1回多職種役割分担推進会議の開催準備　900-1030,100.0
2023-06-02,石黒さんの相談,30.0
2023-06-02,2023年度第1回多職種役割分担推進会議の開催準備　1630-1700,30.0
2023-06-02,アイセンターよくある質問のページ修正(広報課),20.0
2023-06-02,アイセンタークラーク会合の確認事項対応,20.0
2023-06-02,予約変更電話,20.0
2023-06-02,診療情報提供依頼手順の確認と連絡(アイセンター医療秘書課)　jimtowerに移す,20.0
2023-06-02,難病に対するインジェクトの保険パターン(医事課)(石黒さん) ID5784,10.0
2023-06-02,翌日の予定確認とwill doリスト作成　1910,10.0
2023-06-02,金沢大学附属病院からの案内(glganka),10.0
2023-06-02,レターケース/OBC/メール確認　1130,10.0
2023-06-02,全体朝礼　830-840,10.0
2023-06-02,病棟主治医の修正　ID91799　オーダーは鈴木先生でOK,10.0
2023-06-02,翌週の手術指示確認,10.0
2023-06-02,制服あわせの確認(小牧さん)(江幡さん),10.0
2023-06-02,院外処方箋コメントの確認(石黒さん)　6歳　高8など　まずネットで調べる,10.0
2023-06-03,眼科システム手術予約票の更新(奥野さん),90.0
2023-06-03,医療秘書課2023年1四半期行動計画作成　930-1100,40.0
2023-06-03,9月以降の鼻内視鏡予約枠の修正(奥野さん),20.0
2023-06-03,翌週の手術指示確認,20.0
2023-06-03,翌日の予定確認とwill doリスト作成　1910,10.0
2023-06-03,ノートパソコンのWindowアップデート　当直室,10.0
2023-06-03,レターケース/OBC/メール確認　1130,10.0
2023-06-03,破損報告書作成(小牧さん)　ナースシューズ　23.5cm　経年劣化のため,10.0
2023-06-05,医療秘書課2023年1四半期行動計画作成　900-1030,100.0
2023-06-05,医療秘書課2023年1四半期行動計画作成　1700-1830,90.0
2023-06-05,岡本の情報システム権限のお伺い　取得資格と管理者権限付与(植田センター長)(情報室),30.0
